no	ID	tube_label	pop.x	site.x	order	pop_code	rid	mf	pop.y	lf_thickness	postvern_stem_diam	postvern_height	postvern_lngst_lf	postvern_no_lvs	postvern_no_brs	flrd_yn	died_during_drt	site.y	el	lat	long	cwd	ppt	pck	str	tmn	tmx	PC1	PC2	season_length	sla
182	SHA-9 H5 81	ST3L2D5	SHA	SHA	29	10	821	9	SHA	0.45	1.103086	4.034035	1.74456	12.94307	1.258065	0	NA	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	NA
127	SHA-7 H5 51	ST16L50	SHA	SHA	60	10	809	7	SHA	0.27	0.77	2.4	1	5	1	0	0	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	24.1875
142	SHA-10 H5 88	ST9L50	SHA	SHA	80	10	810	10	SHA	0.1	1.13	3.8	1.1	5	1	1	0	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	NA
173	SHA-10 H5 55	ST17L20	SHA	SHA	126	10	819	10	SHA	0.46	1.56	2.9	1.1	8	1	1	0	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	21.4
96	SQ1-8-1	ST9L28	SQ1	SQ	33	11	418	8	SQ1	0.35	1.3	3.6	2	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
5	SQ1-3-1	ST12L11	SQ1	SQ	45	11	426	3	SQ1	0.27	0.89	2.7	2.4	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	12.56395349
103	SQ1-1-1	ST3L10	SQ1	SQ	86	11	393	1	SQ1	0.28	1.02	2.5	2	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
116	SQ1-6-1	ST16L43	SQ1	SQ	95	11	450	6	SQ1	0.33	1.02	4.2	1.8	15	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
28	SQ1-4-1	ST11L40	SQ1	SQ	120	11	424	4	SQ1	0.3	1.06	2.8	1.5	14	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
105	SQ1-11-1	ST13L42	SQ1	SQ	135	11	438	11	SQ1	0.46	1.55	2.7	2	14	1	1	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
1	SQ1-2-1	ST12L33	SQ1	SQ	139	11	431	2	SQ1	0.26	1.1	4.2	2.3	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
125	SQ1-7-1	ST17L6	SQ1	SQ	168	11	451	7	SQ1	0.36	1	3.9	1.7	15	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
190	SQ1-5-2	ST7L37	SQ1	SQ	189	11	408	5	SQ1	0.27	1.01	3.7	1.9	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
188	WL3-14-1	ST14L36	SQ1	SQ	180	11	688	14	WL3	0.51	1.75	3.3	1.3	34	2	1	0	WL	1921.036585	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	12.48387097
169	SQ3-17-1	ST2L47	SQ3	SQ	18	12	453	17	SQ3	0.15	1.103086	4.3	2.8	17	3	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	19.77868852
12	SQ3-15-1	ST12L6	SQ3	SQ	50	12	470	15	SQ3	0.41	1.5	6.5	2.4	26	5	0	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	NA
36	SQ3-6-1	ST6L20	SQ3	SQ	101	12	460	6	SQ3	0.2	1.87	5.4	2.1	19	3	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	15.1125
102	SQ3-4-1	ST9L4	SQ3	SQ	125	12	464	4	SQ3	0.28	1.68	1.3	1.1	24	10	1	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	19.15625
61	SQ3-13-1	ST5L22	SQ3	SQ	128	12	457	13	SQ3	0.17	1.103086	3.5	2.1	14	2	1	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	21.40714286
137	SQ3-11-1	ST13L11	SQ3	SQ	136	12	471	11	SQ3	0.38	1.53	2.3	2.2	11	1	1	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	NA
46	SQ3-22-1	ST7L25	SQ3	SQ	151	12	463	22	SQ3	0.39	1.64	2.7	2	15	2	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	16.51470588
15	SQ3-1-1	ST10L26	SQ3	SQ	155	12	466	1	SQ3	0.25	1.77	5.7	2	14	1	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	18.09459459
144	SQ3-3-1	ST6L41	SQ3	SQ	175	12	461	3	SQ3	0.32	1.63	3.4	1.8	21	4	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	27.05555556
166	SQ3-10-1	ST9L47	SQ3	SQ	186	12	465	10	SQ3	0.26	2.31	3.1	2	21	8	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	17.36633663
58	TM2-2-1	ST13L4	TM2	TM2	43	13	505	2	TM2	0.21	1.24	6.5	2	14	1	1	0	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	12.19130435
122	TM2-5-1	ST14L10	TM2	TM2	59	13	509	5	TM2	0.21	1.4	9.1	9.3	9	1	1	0	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	27.37837838
140	TM2-7-1	ST15L31	TM2	TM2	82	13	518	7	TM2	0.24	0.9	7.6	7.7	12	1	1	0	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	16.96190476
175	TM2-6-2	ST11L37	TM2	TM2	103	13	503	6	TM2	0.18	0.7	4.3	4.1	10	1	1	0	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	28.70833333
14	TM2-4-1	ST9L6	TM2	TM2	144	13	497	4	TM2	0.16	1.66	11.1	10.8	11	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	22.33783784
154	TM2-9-1	ST5L42	TM2	TM2	153	13	488	9	TM2	0.18	1.44	13	12.1	11	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	NA
183	TM2-11-1	ST6L39	TM2	TM2	179	13	490	11	TM2	0.2	1.38	16.7	16.6	9	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	NA
163	TM2-1-1	ST14L40	TM2	TM2	182	13	511	1	TM2	0.21	1.42	9.3	1.9	10	1	1	0	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	26.06976744
158	TM2-10-1	ST10L13	TM2	TM2	187	13	500	10	TM2	0.47	1.16	10.5	10.7	11	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	25.34285714
162	TM2-3-1	ST7L14	TM2	TM2	191	13	495	3	TM2	0.21	1.36	7	6.9	13	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	20.57142857
33	WL1-11-2	ST7L5	WL1	WL	32	14	552	11	WL1	0.33	1.11	3.8	1.6	15	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
79	WL1-9-4	ST11L22	WL1	WL	34	14	569	9	WL1	0.44	1	3.4	1.7	11	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
32	WL1-1-1	ST4L31	WL1	WL	42	14	539	1	WL1	0.47	1.17	3.8	1.6	10	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
11	WL1-6-1	ST12L12	WL1	WL	71	14	574	6	WL1	0.33	1.2	5.1	1.5	13	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
40	WL1-3-1	ST8L27	WL1	WL	78	14	557	3	WL1	0.26	0.85	2.3	1	11	1	0	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	12.98039216
172	WL1-2-1	ST17L5	WL1	WL	154	14	601	2	WL1	0.28	1.42	3.4	1.4	15	1	1	1	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
153	WL1-5-1	ST5L35	WL1	WL	164	14	541	5	WL1	0.32	1.52	3.4	2	14	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	15.5620915
99	WL1-7-1	ST13L45	WL1	WL	165	14	582	7	WL1	0.29	0.9	2.3	1	13	1	0	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
178	WL1-10-2	ST16L33	WL1	WL	172	14	599	10	WL1	0.59	0.8	2.3	0.8	6	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
181	WL1-8-3	ST14L48	WL1	WL	183	14	590	8	WL1	0.24	1.2	3.1	2	11	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
49	WL2-3-1	ST15L33	WL2	WL	6	15	635	3	WL2	0.35	1.37	3.3	1.8	13	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	18.25287356
64	WL2-8-1	ST4L6	WL2	WL	39	15	608	8	WL2	0.15	0.65	3.3	1.2	14	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	17.33823529
168	WL2-10-1	ST10L7	WL2	WL	48	15	622	10	WL2	0.37	1.29	8.8	1.6	11	1	1	1	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	21.7037037
4	WL2-11-1	ST15L17	WL2	WL	49	15	634	11	WL2	0.29	1.07	7.2	1.4	17	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
152	WL2-2-1	ST14L13	WL2	WL	84	15	631	2	WL2	0.47	1.08	5.2	2.1	14	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
56	WL2-12-1	ST4L45	WL2	WL	111	15	612	12	WL2	0.26	0.88	5.1	1.8	11	1	0	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	4.550724638
113	WL2-5-3	ST6L3	WL2	WL	116	15	616	5	WL2	0.31	0.7	5.4	1	8	1	0	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
70	WL2-6-1	ST9L14	WL2	WL	117	15	621	6	WL2	0.29	1.2	5.1	1.7	16	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	17.44117647
8	WL2-9-1	ST12L46	WL2	WL	159	15	627	9	WL2	0.38	1.23	4.1	1.7	16	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	12.52475248
22	WL2-1-1	ST7L15	WL2	WL	171	15	619	1	WL2	0.34	0.97	6.3	1.9	11	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
19	YO11-8-1	ST11L23	WL2	WL	54	15	795	8	YO11	0.45	1.91	3.3	1.8	18	1	1	0	YO	2020.115818	37.93844	-119.23157	20834.2600135803	24246.6000014134	65309.1998522561	100793.531387329	-2.84029810707562	10.5352032413166	1.03457473150151	1.37039537012269	5.64516129032258	13.35454545
121	WL3-1-1	ST9L5	WL3	WL	13	16	666	1	WL3	0.29	1.26	7.3	1.5	24	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	16.3015873
104	WL3-7-1	ST2L24	WL3	WL	19	16	640	7	WL3	0.14	1.41	4	1.5	31	5	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
7	WL3-6-1	ST12L42	WL3	WL	31	16	683	6	WL3	0.31	0.87	4.2	1.6	10	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	20.86813187
77	WL3-5-1	ST1L41	WL3	WL	47	16	639	5	WL3	0.41	1.02	2.8	1.3	12	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
37	WL3-8-1	ST6L47	WL3	WL	64	16	655	8	WL3	0.34	0.64	3.5	1.1	10	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	17.77922078
18	WL3-9-1	ST10L36	WL3	WL	97	16	679	9	WL3	0.36	1.1	8.4	1.4	14	1	0	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
41	WL3-11-1	ST4L5	WL3	WL	105	16	648	11	WL3	0.15	1.11	6.3	2.2	12	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
74	WL3-4-2	ST9L18	WL3	WL	118	16	668	4	WL3	0.28	0.87	1.6	1	9	1	0	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
118	WL3-2-1	ST6L17	WL3	WL	146	16	653	2	WL3	0.28	0.68	2.7	1.4	14	2	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
63	WV-3-2	ST16L48	WV	WV	8	17	716	3	WV	0.33	1.59	4.2	1.3	9	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
161	WV-1-1	ST8L36	WV	WV	41	17	703	1	WV	0.27	1.63	5	1.6	9	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	17.94680851
185	WV-6-1	ST17L9	WV	WV	63	17	717	6	WV	0.4	1.73	4.1	1.6	11	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
10	WV-12-2	ST12L30	WV	WV	68	17	710	12	WV	0.4	1.2	4	1.3	13	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	13.9084507
141	WV-7-1	ST15L36	WV	WV	79	17	713	7	WV	0.33	1.52	3.2	1.4	13	1	1	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	14.98148148
101	WV-11-1	ST14L35	WV	WV	115	17	712	11	WV	0.26	1.17	3.3	1.2	10	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
126	WV-4-1	ST15L49	WV	WV	133	17	715	4	WV	0.32	1.6	4.6	1.9	11	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
60	WV-2-3	ST4L30	WV	WV	156	17	700	2	WV	0.17	1.44	4.2	1.6	11	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
20	WV-5-2	ST10L10	WV	WV	167	17	707	5	WV	0.28	1.55	5.1	1.5	12	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	23.34666667
157	WV-5-1	ST3L47	WV	WV	184	17	698	5	WV	0.28	1.67	3.2	1.6	10	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	18.94545455
167	WV-2-1	ST9L2	WV	WV	188	17	704	2	WV	0.28	1.52	4.2	1.8	10	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	21.57281553
117	YO1-6-1	ST4L24	YO1	YO	5	18	722	6	YO1	0.27	1.37	5	1.5	31	1	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
6	YO1-9-1	ST16L10	YO1	YO	22	18	741	9	YO1	0.46	1.59	6.2	1.5	54	3	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	5.617346939
114	YO1-12-1	ST13L40	YO1	YO	76	18	738	12	YO1	0.33	1.3	8.3	1.5	50	7	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	17.97619048
26	YO1-3-1	ST10L1	YO1	YO	77	18	733	3	YO1	0.28	1.79	4.1	1.3	75	3	0	1	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	20.4375
34	YO1-10-2	ST7L23	YO1	YO	89	18	728	10	YO1	0.36	1.09	3.6	0.8	55	3	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
9	YO1-4-1	ST3L34	YO1	YO	104	18	719	4	YO1	0.31	1.61	5.1	1.4	46	1	0	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
3	YO1-7-1	ST3L45	YO1	YO	140	18	721	7	YO1	0.26	1.27	6.2	1.8	35	2	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
23	YO1-5-1	ST10L9	YO1	YO	148	18	734	5	YO1	0.42	1.12	5.1	1.4	14	1	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	14.09821429
84	YO1-13-1	ST10L15	YO1	YO	149	18	735	13	YO1	0.36	1.89	6.1	1.4	49	2	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	12.4
189	YO1-8-2	ST5L11	YO1	YO	174	18	724	8	YO1	0.45	1.12	3.2	1.3	13	1	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
67	YO10-6-1	ST11L34	YO10	YO	12	19	775	6	YO10	0.29	1.32	3	1.4	12	1	1	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	11.15853659
95	YO10-12-1	ST14L28	YO10	YO	40	19	777	12	YO10	0.26	1.92	3.4	1.2	33	3	1	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	16.61538462
145	YO10-5-1	ST5L34	YO10	YO	66	19	758	5	YO10	0.51	1.2	1.8	1.2	13	1	1	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	23.77272727
191	YO10-13-3	ST14L45	YO10	YO	67	19	779	13	YO10	0.43	1.16	3	1.4	14	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	14.71875
82	YO10-3-1	ST1L42	YO10	YO	69	19	746	3	YO10	0.33	1.18	2.2	1.2	12	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	13.13095238
134	YO10-1-3	ST17L4	YO10	YO	91	19	785	1	YO10	0.34	1.19	2.4	1.6	10	2	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	NA
72	YO10-8-1	ST8L32	YO10	YO	112	19	765	8	YO10	0.32	0.95	1.8	1.3	9	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	NA
71	YO10-4-1	ST9L42	YO10	YO	160	19	770	4	YO10	0.39	1.19	3.6	1.5	8	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	NA
