sample_id,population,region,order,sample_index,K,cluster,ancestry
ST9L42,YO,Southern,18,184,K=4,Cluster4,0.146336
ST12L22,YO,Southern,19,185,K=4,Cluster1,0.878317
ST12L22,YO,Southern,19,185,K=4,Cluster2,1e-5
ST12L22,YO,Southern,19,185,K=4,Cluster3,1e-5
ST12L22,YO,Southern,19,185,K=4,Cluster4,0.121663
ST13L16,YO,Southern,20,186,K=4,Cluster1,0.845663
ST13L16,YO,Southern,20,186,K=4,Cluster2,1e-5
ST13L16,YO,Southern,20,186,K=4,Cluster3,0.006406
ST13L16,YO,Southern,20,186,K=4,Cluster4,0.147921
ST15L18,YO,Southern,21,187,K=4,Cluster1,0.864233
ST15L18,YO,Southern,21,187,K=4,Cluster2,1e-5
ST15L18,YO,Southern,21,187,K=4,Cluster3,1e-5
ST15L18,YO,Southern,21,187,K=4,Cluster4,0.135747
ST17L19,YO,Southern,22,188,K=4,Cluster1,0.878052
ST17L19,YO,Southern,22,188,K=4,Cluster2,1e-5
ST17L19,YO,Southern,22,188,K=4,Cluster3,1e-5
ST17L19,YO,Southern,22,188,K=4,Cluster4,0.121928
ST1L36,YO,Southern,23,189,K=4,Cluster1,0.867171
ST1L36,YO,Southern,23,189,K=4,Cluster2,0.002016
ST1L36,YO,Southern,23,189,K=4,Cluster3,1e-5
ST1L36,YO,Southern,23,189,K=4,Cluster4,0.130803
ST3L18,YO,Southern,24,190,K=4,Cluster1,0.866522
ST3L18,YO,Southern,24,190,K=4,Cluster2,1e-5
ST3L18,YO,Southern,24,190,K=4,Cluster3,0.009016
ST3L18,YO,Southern,24,190,K=4,Cluster4,0.124452
ST4L14,YO,Southern,25,191,K=4,Cluster1,0.872108
ST4L14,YO,Southern,25,191,K=4,Cluster2,1e-5
ST4L14,YO,Southern,25,191,K=4,Cluster3,0.004609
ST4L14,YO,Southern,25,191,K=4,Cluster4,0.123273
ST5L2D5,YO,Southern,26,192,K=4,Cluster1,0.860357
ST5L2D5,YO,Southern,26,192,K=4,Cluster2,1e-5
ST5L2D5,YO,Southern,26,192,K=4,Cluster3,0.002637
ST5L2D5,YO,Southern,26,192,K=4,Cluster4,0.136997
