sample_id,population,region,order,sample_index,K,cluster,ancestry
ST8L27,WL,Central,10,21,K=3,Cluster1,1e-5
ST8L27,WL,Central,10,21,K=3,Cluster2,0.99998
ST8L27,WL,Central,10,21,K=3,Cluster3,1e-5
ST10L7,WL,Central,11,22,K=3,Cluster1,1e-5
ST10L7,WL,Central,11,22,K=3,Cluster2,0.901264
ST10L7,WL,Central,11,22,K=3,Cluster3,0.098726
ST11L23,WL,Central,12,23,K=3,Cluster1,1e-5
ST11L23,WL,Central,12,23,K=3,Cluster2,0.99998
ST11L23,WL,Central,12,23,K=3,Cluster3,1e-5
ST12L46,WL,Central,13,24,K=3,Cluster1,1e-5
ST12L46,WL,Central,13,24,K=3,Cluster2,0.893918
ST12L46,WL,Central,13,24,K=3,Cluster3,0.106072
ST14L13,WL,Central,14,25,K=3,Cluster1,1e-5
ST14L13,WL,Central,14,25,K=3,Cluster2,0.917049
ST14L13,WL,Central,14,25,K=3,Cluster3,0.082941
ST15L17,WL,Central,15,26,K=3,Cluster1,6.92e-4
ST15L17,WL,Central,15,26,K=3,Cluster2,0.905574
ST15L17,WL,Central,15,26,K=3,Cluster3,0.093734
ST15L33,WL,Central,16,27,K=3,Cluster1,1e-5
ST15L33,WL,Central,16,27,K=3,Cluster2,0.880925
ST15L33,WL,Central,16,27,K=3,Cluster3,0.119065
ST4L45,WL,Central,17,28,K=3,Cluster1,1e-5
ST4L45,WL,Central,17,28,K=3,Cluster2,0.881118
ST4L45,WL,Central,17,28,K=3,Cluster3,0.118872
ST4L6,WL,Central,18,29,K=3,Cluster1,1e-5
ST4L6,WL,Central,18,29,K=3,Cluster2,0.904674
ST4L6,WL,Central,18,29,K=3,Cluster3,0.095316
ST6L3,WL,Central,19,30,K=3,Cluster1,1e-5
ST6L3,WL,Central,19,30,K=3,Cluster2,0.90691600000000006
ST6L3,WL,Central,19,30,K=3,Cluster3,0.093074
ST7L15,WL,Central,20,31,K=3,Cluster1,1e-5
ST7L15,WL,Central,20,31,K=3,Cluster2,0.923055
ST7L15,WL,Central,20,31,K=3,Cluster3,0.076935
ST9L14,WL,Central,21,32,K=3,Cluster1,1e-5
ST9L14,WL,Central,21,32,K=3,Cluster2,0.925228
ST9L14,WL,Central,21,32,K=3,Cluster3,0.074762
ST10L36,WL,Central,22,33,K=3,Cluster1,1e-5
ST10L36,WL,Central,22,33,K=3,Cluster2,0.927941
ST10L36,WL,Central,22,33,K=3,Cluster3,0.072049
ST12L42,WL,Central,23,34,K=3,Cluster1,1e-5
ST12L42,WL,Central,23,34,K=3,Cluster2,0.941544
ST12L42,WL,Central,23,34,K=3,Cluster3,0.058446
ST1L41,WL,Central,24,35,K=3,Cluster1,1e-5
ST1L41,WL,Central,24,35,K=3,Cluster2,0.91209
ST1L41,WL,Central,24,35,K=3,Cluster3,0.0879
ST2L24,WL,Central,25,36,K=3,Cluster1,0.002688
ST2L24,WL,Central,25,36,K=3,Cluster2,0.935198
ST2L24,WL,Central,25,36,K=3,Cluster3,0.062114
ST4L5,WL,Central,26,37,K=3,Cluster1,1e-5
ST4L5,WL,Central,26,37,K=3,Cluster2,0.925958
ST4L5,WL,Central,26,37,K=3,Cluster3,0.074032
ST6L17,WL,Central,27,38,K=3,Cluster1,1e-5
ST6L17,WL,Central,27,38,K=3,Cluster2,0.934722
ST6L17,WL,Central,27,38,K=3,Cluster3,0.065268
ST6L47,WL,Central,28,39,K=3,Cluster1,1e-5
ST6L47,WL,Central,28,39,K=3,Cluster2,0.950818
ST6L47,WL,Central,28,39,K=3,Cluster3,0.049172
ST9L18,WL,Central,29,40,K=3,Cluster1,0.053811
ST9L18,WL,Central,29,40,K=3,Cluster2,0.875348
ST9L18,WL,Central,29,40,K=3,Cluster3,0.070842
ST9L5,WL,Central,30,41,K=3,Cluster1,1e-5
ST9L5,WL,Central,30,41,K=3,Cluster2,0.891019
ST9L5,WL,Central,30,41,K=3,Cluster3,0.108971
ST13L41,DPR,Northern,1,42,K=3,Cluster1,1e-5
ST13L41,DPR,Northern,1,42,K=3,Cluster2,1e-5
ST13L41,DPR,Northern,1,42,K=3,Cluster3,0.99998
ST15L21,DPR,Northern,2,43,K=3,Cluster1,1e-5
ST15L21,DPR,Northern,2,43,K=3,Cluster2,1e-5
ST15L21,DPR,Northern,2,43,K=3,Cluster3,0.99998
ST1L11,DPR,Northern,3,44,K=3,Cluster1,1e-5
ST1L11,DPR,Northern,3,44,K=3,Cluster2,1e-5
ST1L11,DPR,Northern,3,44,K=3,Cluster3,0.99998
ST1L8,DPR,Northern,4,45,K=3,Cluster1,1e-5
ST1L8,DPR,Northern,4,45,K=3,Cluster2,1e-5
ST1L8,DPR,Northern,4,45,K=3,Cluster3,0.99998
ST2L39,DPR,Northern,5,46,K=3,Cluster1,1e-5
ST2L39,DPR,Northern,5,46,K=3,Cluster2,1e-5
ST2L39,DPR,Northern,5,46,K=3,Cluster3,0.99998
ST4L23,DPR,Northern,6,47,K=3,Cluster1,1e-5
ST4L23,DPR,Northern,6,47,K=3,Cluster2,1e-5
ST4L23,DPR,Northern,6,47,K=3,Cluster3,0.99998
ST4L27,DPR,Northern,7,48,K=3,Cluster1,1e-5
ST4L27,DPR,Northern,7,48,K=3,Cluster2,1e-5
ST4L27,DPR,Northern,7,48,K=3,Cluster3,0.99998
ST5L46,DPR,Northern,8,49,K=3,Cluster1,1e-5
ST5L46,DPR,Northern,8,49,K=3,Cluster2,1e-5
ST5L46,DPR,Northern,8,49,K=3,Cluster3,0.99998
ST8L17,DPR,Northern,9,50,K=3,Cluster1,1e-5
ST8L17,DPR,Northern,9,50,K=3,Cluster2,0.001095
ST8L17,DPR,Northern,9,50,K=3,Cluster3,0.998895
ST8L29,DPR,Northern,10,51,K=3,Cluster1,1e-5
ST8L29,DPR,Northern,10,51,K=3,Cluster2,1e-5
ST8L29,DPR,Northern,10,51,K=3,Cluster3,0.99998
ST9L36,DPR,Northern,11,52,K=3,Cluster1,1e-5
ST9L36,DPR,Northern,11,52,K=3,Cluster2,1e-5
ST9L36,DPR,Northern,11,52,K=3,Cluster3,0.99998
ST14L33,IH,Northern,1,53,K=3,Cluster1,1e-5
ST14L33,IH,Northern,1,53,K=3,Cluster2,0.018008
ST14L33,IH,Northern,1,53,K=3,Cluster3,0.981982
ST16L9,IH,Northern,2,54,K=3,Cluster1,1e-5
ST16L9,IH,Northern,2,54,K=3,Cluster2,0.006067
ST16L9,IH,Northern,2,54,K=3,Cluster3,0.993923
ST1L29,IH,Northern,3,55,K=3,Cluster1,1e-5
ST1L29,IH,Northern,3,55,K=3,Cluster2,1e-5
ST1L29,IH,Northern,3,55,K=3,Cluster3,0.99998
ST1L30,IH,Northern,4,56,K=3,Cluster1,1e-5
ST1L30,IH,Northern,4,56,K=3,Cluster2,0.04696
ST1L30,IH,Northern,4,56,K=3,Cluster3,0.95303
ST2L28,IH,Northern,5,57,K=3,Cluster1,1e-5
ST2L28,IH,Northern,5,57,K=3,Cluster2,1e-5
ST2L28,IH,Northern,5,57,K=3,Cluster3,0.99998
ST3L7,IH,Northern,6,58,K=3,Cluster1,0.004791
ST3L7,IH,Northern,6,58,K=3,Cluster2,0.027883
ST3L7,IH,Northern,6,58,K=3,Cluster3,0.967327
ST4L44,IH,Northern,7,59,K=3,Cluster1,7.37e-4
ST4L44,IH,Northern,7,59,K=3,Cluster2,1e-5
ST4L44,IH,Northern,7,59,K=3,Cluster3,0.999253
ST5L6,IH,Northern,8,60,K=3,Cluster1,1e-5
ST5L6,IH,Northern,8,60,K=3,Cluster2,0.018045
ST5L6,IH,Northern,8,60,K=3,Cluster3,0.981945
ST7L9,IH,Northern,9,61,K=3,Cluster1,6.21e-4
ST7L9,IH,Northern,9,61,K=3,Cluster2,0.00336
ST7L9,IH,Northern,9,61,K=3,Cluster3,0.996019
ST8L20,IH,Northern,10,62,K=3,Cluster1,1e-5
ST8L20,IH,Northern,10,62,K=3,Cluster2,0.00205
ST8L20,IH,Northern,10,62,K=3,Cluster3,0.99794
ST8L31,IH,Northern,11,63,K=3,Cluster1,1e-5
ST8L31,IH,Northern,11,63,K=3,Cluster2,5.81e-4
ST8L31,IH,Northern,11,63,K=3,Cluster3,0.999409
ST12L24,LV,Northern,1,64,K=3,Cluster1,0.99998
ST12L24,LV,Northern,1,64,K=3,Cluster2,1e-5
ST12L24,LV,Northern,1,64,K=3,Cluster3,1e-5
ST13L12,LV,Northern,2,65,K=3,Cluster1,0.99998
ST13L12,LV,Northern,2,65,K=3,Cluster2,1e-5
ST13L12,LV,Northern,2,65,K=3,Cluster3,1e-5
ST15L25,LV,Northern,3,66,K=3,Cluster1,0.999368
ST15L25,LV,Northern,3,66,K=3,Cluster2,1e-5
ST15L25,LV,Northern,3,66,K=3,Cluster3,6.22e-4
ST16L46,LV,Northern,4,67,K=3,Cluster1,0.99998
ST16L46,LV,Northern,4,67,K=3,Cluster2,1e-5
ST16L46,LV,Northern,4,67,K=3,Cluster3,1e-5
ST2L35,LV,Northern,5,68,K=3,Cluster1,0.999403
ST2L35,LV,Northern,5,68,K=3,Cluster2,5.87e-4
ST2L35,LV,Northern,5,68,K=3,Cluster3,1e-5
ST4L36,LV,Northern,6,69,K=3,Cluster1,0.99998
ST4L36,LV,Northern,6,69,K=3,Cluster2,1e-5
ST4L36,LV,Northern,6,69,K=3,Cluster3,1e-5
ST5L19,LV,Northern,7,70,K=3,Cluster1,0.99998
ST5L19,LV,Northern,7,70,K=3,Cluster2,1e-5
ST5L19,LV,Northern,7,70,K=3,Cluster3,1e-5
ST5L44,LV,Northern,8,71,K=3,Cluster1,0.99998
ST5L44,LV,Northern,8,71,K=3,Cluster2,1e-5
ST5L44,LV,Northern,8,71,K=3,Cluster3,1e-5
ST6L2,LV,Northern,9,72,K=3,Cluster1,0.99998
ST6L2,LV,Northern,9,72,K=3,Cluster2,1e-5
ST6L2,LV,Northern,9,72,K=3,Cluster3,1e-5
ST9L24,LV,Northern,10,73,K=3,Cluster1,0.99998
ST9L24,LV,Northern,10,73,K=3,Cluster2,1e-5
ST9L24,LV,Northern,10,73,K=3,Cluster3,1e-5
ST1L27,LV,Northern,11,74,K=3,Cluster1,0.99998
ST1L27,LV,Northern,11,74,K=3,Cluster2,1e-5
ST1L27,LV,Northern,11,74,K=3,Cluster3,1e-5
ST3L3,LV,Northern,12,75,K=3,Cluster1,0.99998
ST3L3,LV,Northern,12,75,K=3,Cluster2,1e-5
ST3L3,LV,Northern,12,75,K=3,Cluster3,1e-5
ST4L25,LV,Northern,13,76,K=3,Cluster1,0.99998
ST4L25,LV,Northern,13,76,K=3,Cluster2,1e-5
ST4L25,LV,Northern,13,76,K=3,Cluster3,1e-5
ST6L12,LV,Northern,14,77,K=3,Cluster1,0.99998
ST6L12,LV,Northern,14,77,K=3,Cluster2,1e-5
ST6L12,LV,Northern,14,77,K=3,Cluster3,1e-5
ST6L16,LV,Northern,15,78,K=3,Cluster1,0.99998
ST6L16,LV,Northern,15,78,K=3,Cluster2,1e-5
ST6L16,LV,Northern,15,78,K=3,Cluster3,1e-5
ST6L44,LV,Northern,16,79,K=3,Cluster1,0.99998
ST6L44,LV,Northern,16,79,K=3,Cluster2,1e-5
ST6L44,LV,Northern,16,79,K=3,Cluster3,1e-5
ST8L4,LV,Northern,17,80,K=3,Cluster1,0.999859
ST8L4,LV,Northern,17,80,K=3,Cluster2,1e-5
ST8L4,LV,Northern,17,80,K=3,Cluster3,1.31e-4
ST8L44,LV,Northern,18,81,K=3,Cluster1,0.99998
ST8L44,LV,Northern,18,81,K=3,Cluster2,1e-5
ST8L44,LV,Northern,18,81,K=3,Cluster3,1e-5
ST9L44,LV,Northern,19,82,K=3,Cluster1,0.99998
ST9L44,LV,Northern,19,82,K=3,Cluster2,1e-5
ST9L44,LV,Northern,19,82,K=3,Cluster3,1e-5
ST12L36,LV,Northern,20,83,K=3,Cluster1,0.99998
ST12L36,LV,Northern,20,83,K=3,Cluster2,1e-5
ST12L36,LV,Northern,20,83,K=3,Cluster3,1e-5
ST12L5,LV,Northern,21,84,K=3,Cluster1,0.99998
ST12L5,LV,Northern,21,84,K=3,Cluster2,1e-5
ST12L5,LV,Northern,21,84,K=3,Cluster3,1e-5
ST13L9,LV,Northern,22,85,K=3,Cluster1,0.99998
ST13L9,LV,Northern,22,85,K=3,Cluster2,1e-5
ST13L9,LV,Northern,22,85,K=3,Cluster3,1e-5
ST15L40,LV,Northern,23,86,K=3,Cluster1,0.99998
ST15L40,LV,Northern,23,86,K=3,Cluster2,1e-5
ST15L40,LV,Northern,23,86,K=3,Cluster3,1e-5
ST1L2,LV,Northern,24,87,K=3,Cluster1,0.99998
ST1L2,LV,Northern,24,87,K=3,Cluster2,1e-5
ST1L2,LV,Northern,24,87,K=3,Cluster3,1e-5
ST1L32,LV,Northern,25,88,K=3,Cluster1,0.99998
ST1L32,LV,Northern,25,88,K=3,Cluster2,1e-5
ST1L32,LV,Northern,25,88,K=3,Cluster3,1e-5
ST2L18,LV,Northern,26,89,K=3,Cluster1,0.99998
ST2L18,LV,Northern,26,89,K=3,Cluster2,1e-5
ST2L18,LV,Northern,26,89,K=3,Cluster3,1e-5
ST3L8,LV,Northern,27,90,K=3,Cluster1,0.99998
ST3L8,LV,Northern,27,90,K=3,Cluster2,1e-5
ST3L8,LV,Northern,27,90,K=3,Cluster3,1e-5
ST4L9,LV,Northern,28,91,K=3,Cluster1,0.99998
ST4L9,LV,Northern,28,91,K=3,Cluster2,1e-5
ST4L9,LV,Northern,28,91,K=3,Cluster3,1e-5
ST13L43,LV,Northern,29,92,K=3,Cluster1,0.999977
ST13L43,LV,Northern,29,92,K=3,Cluster2,1.3e-5
ST13L43,LV,Northern,29,92,K=3,Cluster3,1e-5
ST10L22,LV,Northern,30,93,K=3,Cluster1,0.999919
ST10L22,LV,Northern,30,93,K=3,Cluster2,1e-5
ST10L22,LV,Northern,30,93,K=3,Cluster3,7.1e-5
ST11L35,LV,Northern,31,94,K=3,Cluster1,0.99998
ST11L35,LV,Northern,31,94,K=3,Cluster2,1e-5
ST11L35,LV,Northern,31,94,K=3,Cluster3,1e-5
ST12L25,LV,Northern,32,95,K=3,Cluster1,0.99998
ST12L25,LV,Northern,32,95,K=3,Cluster2,1e-5
ST12L25,LV,Northern,32,95,K=3,Cluster3,1e-5
ST13L38,LV,Northern,33,96,K=3,Cluster1,0.99998
ST13L38,LV,Northern,33,96,K=3,Cluster2,1e-5
ST13L38,LV,Northern,33,96,K=3,Cluster3,1e-5
ST14L16,LV,Northern,34,97,K=3,Cluster1,0.999148
ST14L16,LV,Northern,34,97,K=3,Cluster2,8.42e-4
ST14L16,LV,Northern,34,97,K=3,Cluster3,1e-5
ST3L29,LV,Northern,35,98,K=3,Cluster1,0.99998
ST3L29,LV,Northern,35,98,K=3,Cluster2,1e-5
ST3L29,LV,Northern,35,98,K=3,Cluster3,1e-5
ST4L4,LV,Northern,36,99,K=3,Cluster1,0.99998
ST4L4,LV,Northern,36,99,K=3,Cluster2,1e-5
ST4L4,LV,Northern,36,99,K=3,Cluster3,1e-5
ST4L48,LV,Northern,37,100,K=3,Cluster1,0.998794
ST4L48,LV,Northern,37,100,K=3,Cluster2,3.76e-4
ST4L48,LV,Northern,37,100,K=3,Cluster3,8.3e-4
ST9L39,LV,Northern,38,101,K=3,Cluster1,0.999979
ST9L39,LV,Northern,38,101,K=3,Cluster2,1.1e-5
ST9L39,LV,Northern,38,101,K=3,Cluster3,1e-5
ST15L50,SHA,Northern,1,102,K=3,Cluster1,0.417882
ST15L50,SHA,Northern,1,102,K=3,Cluster2,1e-5
ST15L50,SHA,Northern,1,102,K=3,Cluster3,0.582108
ST16L50,SHA,Northern,2,103,K=3,Cluster1,0.412398
ST16L50,SHA,Northern,2,103,K=3,Cluster2,8.4e-4
ST16L50,SHA,Northern,2,103,K=3,Cluster3,0.586762
ST17L14,SHA,Northern,3,104,K=3,Cluster1,0.419816
ST17L14,SHA,Northern,3,104,K=3,Cluster2,1e-5
ST17L14,SHA,Northern,3,104,K=3,Cluster3,0.580174
ST17L20,SHA,Northern,4,105,K=3,Cluster1,0.413377
ST17L20,SHA,Northern,4,105,K=3,Cluster2,1e-5
ST17L20,SHA,Northern,4,105,K=3,Cluster3,0.586613
ST1L50,SHA,Northern,5,106,K=3,Cluster1,0.424557
ST1L50,SHA,Northern,5,106,K=3,Cluster2,1e-5
ST1L50,SHA,Northern,5,106,K=3,Cluster3,0.575433
ST3L2D5,SHA,Northern,6,107,K=3,Cluster1,0.40324
ST3L2D5,SHA,Northern,6,107,K=3,Cluster2,1e-5
ST3L2D5,SHA,Northern,6,107,K=3,Cluster3,0.59675
ST9L50,SHA,Northern,7,108,K=3,Cluster1,0.406382
ST9L50,SHA,Northern,7,108,K=3,Cluster2,1e-5
ST9L50,SHA,Northern,7,108,K=3,Cluster3,0.593608
ST10L13,TM2,Northern,1,109,K=3,Cluster1,0.213511
ST10L13,TM2,Northern,1,109,K=3,Cluster2,0.211155
ST10L13,TM2,Northern,1,109,K=3,Cluster3,0.575334
ST11L37,TM2,Northern,2,110,K=3,Cluster1,0.213016
ST11L37,TM2,Northern,2,110,K=3,Cluster2,0.210309
ST11L37,TM2,Northern,2,110,K=3,Cluster3,0.576675
ST13L4,TM2,Northern,3,111,K=3,Cluster1,0.208166
ST13L4,TM2,Northern,3,111,K=3,Cluster2,0.179792
ST13L4,TM2,Northern,3,111,K=3,Cluster3,0.612042
ST14L10,TM2,Northern,4,112,K=3,Cluster1,0.218491
ST14L10,TM2,Northern,4,112,K=3,Cluster2,0.191903
ST14L10,TM2,Northern,4,112,K=3,Cluster3,0.589605
ST14L40,TM2,Northern,5,113,K=3,Cluster1,0.213327
ST14L40,TM2,Northern,5,113,K=3,Cluster2,0.199904
ST14L40,TM2,Northern,5,113,K=3,Cluster3,0.586769
ST15L31,TM2,Northern,6,114,K=3,Cluster1,0.22326
ST15L31,TM2,Northern,6,114,K=3,Cluster2,0.186481
ST15L31,TM2,Northern,6,114,K=3,Cluster3,0.590259
ST5L42,TM2,Northern,7,115,K=3,Cluster1,0.220167
ST5L42,TM2,Northern,7,115,K=3,Cluster2,0.183114
ST5L42,TM2,Northern,7,115,K=3,Cluster3,0.596719
ST6L39,TM2,Northern,8,116,K=3,Cluster1,0.220229
ST6L39,TM2,Northern,8,116,K=3,Cluster2,0.203011
ST6L39,TM2,Northern,8,116,K=3,Cluster3,0.57676
ST7L14,TM2,Northern,9,117,K=3,Cluster1,0.223691
ST7L14,TM2,Northern,9,117,K=3,Cluster2,0.175536
ST7L14,TM2,Northern,9,117,K=3,Cluster3,0.600773
ST9L6,TM2,Northern,10,118,K=3,Cluster1,0.216982
ST9L6,TM2,Northern,10,118,K=3,Cluster2,0.188956
ST9L6,TM2,Northern,10,118,K=3,Cluster3,0.594062
ST10L10,WV,Northern,1,119,K=3,Cluster1,0.376631
ST10L10,WV,Northern,1,119,K=3,Cluster2,1e-5
ST10L10,WV,Northern,1,119,K=3,Cluster3,0.623359
ST12L30,WV,Northern,2,120,K=3,Cluster1,0.383303
ST12L30,WV,Northern,2,120,K=3,Cluster2,1e-5
ST12L30,WV,Northern,2,120,K=3,Cluster3,0.616687
ST14L35,WV,Northern,3,121,K=3,Cluster1,0.3885
ST14L35,WV,Northern,3,121,K=3,Cluster2,1.91e-4
ST14L35,WV,Northern,3,121,K=3,Cluster3,0.611309
ST15L36,WV,Northern,4,122,K=3,Cluster1,0.385317
ST15L36,WV,Northern,4,122,K=3,Cluster2,1.3e-4
ST15L36,WV,Northern,4,122,K=3,Cluster3,0.614553
ST15L49,WV,Northern,5,123,K=3,Cluster1,0.38732
ST15L49,WV,Northern,5,123,K=3,Cluster2,1e-5
ST15L49,WV,Northern,5,123,K=3,Cluster3,0.61267
ST16L48,WV,Northern,6,124,K=3,Cluster1,0.39084
ST16L48,WV,Northern,6,124,K=3,Cluster2,1e-5
ST16L48,WV,Northern,6,124,K=3,Cluster3,0.60915
ST17L9,WV,Northern,7,125,K=3,Cluster1,0.389045
ST17L9,WV,Northern,7,125,K=3,Cluster2,1e-5
ST17L9,WV,Northern,7,125,K=3,Cluster3,0.610945
ST3L47,WV,Northern,8,126,K=3,Cluster1,0.375009
ST3L47,WV,Northern,8,126,K=3,Cluster2,1e-5
ST3L47,WV,Northern,8,126,K=3,Cluster3,0.624981
ST4L30,WV,Northern,9,127,K=3,Cluster1,0.37682
ST4L30,WV,Northern,9,127,K=3,Cluster2,1e-5
ST4L30,WV,Northern,9,127,K=3,Cluster3,0.62317
ST8L36,WV,Northern,10,128,K=3,Cluster1,0.396586
ST8L36,WV,Northern,10,128,K=3,Cluster2,1e-5
ST8L36,WV,Northern,10,128,K=3,Cluster3,0.603404
ST9L2,WV,Northern,11,129,K=3,Cluster1,0.38394
ST9L2,WV,Northern,11,129,K=3,Cluster2,1e-5
ST9L2,WV,Northern,11,129,K=3,Cluster3,0.61605
ST10L12,BH,Southern,1,130,K=3,Cluster1,0.064766
ST10L12,BH,Southern,1,130,K=3,Cluster2,0.92744
ST10L12,BH,Southern,1,130,K=3,Cluster3,0.007794
ST10L30,BH,Southern,2,131,K=3,Cluster1,0.053903
ST10L30,BH,Southern,2,131,K=3,Cluster2,0.934084
ST10L30,BH,Southern,2,131,K=3,Cluster3,0.012013
ST11L49,BH,Southern,3,132,K=3,Cluster1,0.05075
ST11L49,BH,Southern,3,132,K=3,Cluster2,0.890836
ST11L49,BH,Southern,3,132,K=3,Cluster3,0.058414
ST14L11,BH,Southern,4,133,K=3,Cluster1,0.057128
ST14L11,BH,Southern,4,133,K=3,Cluster2,0.939617
ST14L11,BH,Southern,4,133,K=3,Cluster3,0.003255
ST2L21,BH,Southern,5,134,K=3,Cluster1,0.064587
ST2L21,BH,Southern,5,134,K=3,Cluster2,0.921284
ST2L21,BH,Southern,5,134,K=3,Cluster3,0.014129
ST2L22,BH,Southern,6,135,K=3,Cluster1,0.061347
ST2L22,BH,Southern,6,135,K=3,Cluster2,0.922534
ST2L22,BH,Southern,6,135,K=3,Cluster3,0.01612
ST6L27,BH,Southern,7,136,K=3,Cluster1,0.055274
ST6L27,BH,Southern,7,136,K=3,Cluster2,0.928837
ST6L27,BH,Southern,7,136,K=3,Cluster3,0.015888
ST8L3,BH,Southern,8,137,K=3,Cluster1,0.064106
ST8L3,BH,Southern,8,137,K=3,Cluster2,0.935884
ST8L3,BH,Southern,8,137,K=3,Cluster3,1e-5
ST9L12,BH,Southern,9,138,K=3,Cluster1,0.066549
ST9L12,BH,Southern,9,138,K=3,Cluster2,0.933441
ST9L12,BH,Southern,9,138,K=3,Cluster3,1e-5
ST10L14,KC2,Southern,1,139,K=3,Cluster1,0.064663
ST10L14,KC2,Southern,1,139,K=3,Cluster2,0.935327
ST10L14,KC2,Southern,1,139,K=3,Cluster3,1e-5
ST10L28,KC2,Southern,2,140,K=3,Cluster1,0.056765
ST10L28,KC2,Southern,2,140,K=3,Cluster2,0.943225
ST10L28,KC2,Southern,2,140,K=3,Cluster3,1e-5
ST11L30X1,KC2,Southern,3,141,K=3,Cluster1,0.051548
ST11L30X1,KC2,Southern,3,141,K=3,Cluster2,0.948442
ST11L30X1,KC2,Southern,3,141,K=3,Cluster3,1e-5
ST11L30X2,KC2,Southern,4,142,K=3,Cluster1,0.052568
ST11L30X2,KC2,Southern,4,142,K=3,Cluster2,0.947422
ST11L30X2,KC2,Southern,4,142,K=3,Cluster3,1e-5
ST1L25,KC2,Southern,5,143,K=3,Cluster1,0.075655
ST1L25,KC2,Southern,5,143,K=3,Cluster2,0.914262
ST1L25,KC2,Southern,5,143,K=3,Cluster3,0.010083
ST4L39,KC2,Southern,6,144,K=3,Cluster1,0.057655
ST4L39,KC2,Southern,6,144,K=3,Cluster2,0.942335
ST4L39,KC2,Southern,6,144,K=3,Cluster3,1e-5
ST6L4,KC2,Southern,7,145,K=3,Cluster1,0.048292
ST6L4,KC2,Southern,7,145,K=3,Cluster2,0.951698
ST6L4,KC2,Southern,7,145,K=3,Cluster3,1e-5
ST7L40,KC2,Southern,8,146,K=3,Cluster1,0.087208
ST7L40,KC2,Southern,8,146,K=3,Cluster2,0.908458
ST7L40,KC2,Southern,8,146,K=3,Cluster3,0.004334
ST11L40,SQ,Southern,1,147,K=3,Cluster1,0.014245
ST11L40,SQ,Southern,1,147,K=3,Cluster2,0.985745
ST11L40,SQ,Southern,1,147,K=3,Cluster3,1e-5
ST12L11,SQ,Southern,2,148,K=3,Cluster1,1e-5
ST12L11,SQ,Southern,2,148,K=3,Cluster2,0.99998
ST12L11,SQ,Southern,2,148,K=3,Cluster3,1e-5
ST12L33,SQ,Southern,3,149,K=3,Cluster1,0.00332
ST12L33,SQ,Southern,3,149,K=3,Cluster2,0.99667
ST12L33,SQ,Southern,3,149,K=3,Cluster3,1e-5
ST14L36,SQ,Southern,5,151,K=3,Cluster1,0.004953
ST14L36,SQ,Southern,5,151,K=3,Cluster2,0.995037
ST14L36,SQ,Southern,5,151,K=3,Cluster3,1e-5
ST16L43,SQ,Southern,6,152,K=3,Cluster1,0.003689
ST16L43,SQ,Southern,6,152,K=3,Cluster2,0.996301
ST16L43,SQ,Southern,6,152,K=3,Cluster3,1e-5
ST17L6,SQ,Southern,7,153,K=3,Cluster1,0.005862
ST17L6,SQ,Southern,7,153,K=3,Cluster2,0.990344
ST17L6,SQ,Southern,7,153,K=3,Cluster3,0.003794
ST3L10,SQ,Southern,8,154,K=3,Cluster1,7.62e-4
ST3L10,SQ,Southern,8,154,K=3,Cluster2,0.999228
ST3L10,SQ,Southern,8,154,K=3,Cluster3,1e-5
ST7L37,SQ,Southern,9,155,K=3,Cluster1,0.016329
ST7L37,SQ,Southern,9,155,K=3,Cluster2,0.983661
ST7L37,SQ,Southern,9,155,K=3,Cluster3,1e-5
ST9L28,SQ,Southern,10,156,K=3,Cluster1,0.022939
ST9L28,SQ,Southern,10,156,K=3,Cluster2,0.977051
ST9L28,SQ,Southern,10,156,K=3,Cluster3,1e-5
ST10L26,SQ,Southern,11,157,K=3,Cluster1,0.006388
ST10L26,SQ,Southern,11,157,K=3,Cluster2,0.993602
ST10L26,SQ,Southern,11,157,K=3,Cluster3,1e-5
ST12L6,SQ,Southern,12,158,K=3,Cluster1,1e-5
ST12L6,SQ,Southern,12,158,K=3,Cluster2,0.99998
ST12L6,SQ,Southern,12,158,K=3,Cluster3,1e-5
ST13L11,SQ,Southern,13,159,K=3,Cluster1,0.003237
ST13L11,SQ,Southern,13,159,K=3,Cluster2,0.996753
ST13L11,SQ,Southern,13,159,K=3,Cluster3,1e-5
ST2L47,SQ,Southern,14,160,K=3,Cluster1,0.024558
ST2L47,SQ,Southern,14,160,K=3,Cluster2,0.975432
ST2L47,SQ,Southern,14,160,K=3,Cluster3,1e-5
ST5L22,SQ,Southern,15,161,K=3,Cluster1,0.022297
ST5L22,SQ,Southern,15,161,K=3,Cluster2,0.977165
ST5L22,SQ,Southern,15,161,K=3,Cluster3,5.39e-4
ST6L20,SQ,Southern,16,162,K=3,Cluster1,1e-5
ST6L20,SQ,Southern,16,162,K=3,Cluster2,0.99998
ST6L20,SQ,Southern,16,162,K=3,Cluster3,1e-5
ST6L41,SQ,Southern,17,163,K=3,Cluster1,1e-5
ST6L41,SQ,Southern,17,163,K=3,Cluster2,0.99998
ST6L41,SQ,Southern,17,163,K=3,Cluster3,1e-5
ST7L25,SQ,Southern,18,164,K=3,Cluster1,1e-5
ST7L25,SQ,Southern,18,164,K=3,Cluster2,0.99998
ST7L25,SQ,Southern,18,164,K=3,Cluster3,1e-5
ST9L4,SQ,Southern,19,165,K=3,Cluster1,1e-5
ST9L4,SQ,Southern,19,165,K=3,Cluster2,0.99998
