Population	tube_label	no	ID	pop.x	site.x	order	pop_code	rid	mf	pop.y	lf_thickness	postvern_stem_diam	postvern_height	postvern_lngst_lf	postvern_no_lvs	postvern_no_brs	flrd_yn	died_during_drt	site.y	el	lat	long	cwd	ppt	pck	str	tmn	tmx	PC1	PC2	season_length	sla
LV3	ST1L2	89	LV3-8-1	LV3	LV	131	8	295	8	LV3	0.21	1.28	3.2	1.1	11	1	0	0	LV	2353.550747	40.4664	-121.52311	21003.1300163269	53634.7399466578	153277.359495163	147358.671234131	-1.58831978792723	11.1196747846235	2.50841922039611	0.0164403869946334	4.74193548387097	NA
KC2	ST1L25	93	KC2-1-1	KC2	KC2	2	5	200	1	KC2	0.16	2.23	9.3	2.5	15	1	1	1	KC2	947.928	36.82301	-118.83542	30660.2300491333	24248.250058433	148.96999835968	127471.812072754	8.58845527691711	20.9039565838449	-2.46929323827579	2.02357658003781	7.44827586206897	7.698453608
LV2	ST1L27	88	LV2-5-1	LV2	LV	157	7	280	5	LV2	0.28	1.49	1.7	1.3	13	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	22.17647059
IH	ST1L29	86	IH-8-1	IH	IH	124	4	153	8	IH	0.25	1.06	5.4	1.9	12	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
CP2	ST1L3	90	CP2-10-1	CP2	CP2	170	2	64	10	CP2	0.17	1.18	3.5	2.1	21	1	0	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	19.28225806
IH	ST1L30	76	IH-2-1	IH	IH	9	4	154	2	IH	0.2	1.63	5.3	2.6	9	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
LV3	ST1L32	110	LV3-10-1	LV3	LV	94	8	296	10	LV3	0.3	1.96	4.7	1.6	13	1	0	0	LV	2353.550747	40.4664	-121.52311	21003.1300163269	53634.7399466578	153277.359495163	147358.671234131	-1.58831978792723	11.1196747846235	2.50841922039611	0.0164403869946334	4.74193548387097	12.20472441
YO11	ST1L36	91	YO11-4-1	YO11	YO	23	20	787	4	YO11	0.31	2.17	4.2	1.2	20	1	1	0	YO	2872.295032	37.93844	-119.23157	20834.2600135803	24246.6000014134	65309.1998522561	100793.531387329	-2.84029810707562	10.5352032413166	1.03457473150151	1.37039537012269	5.64516129032258	12.11340206
WL3	ST1L41	77	WL3-5-1	WL3	WL	47	16	639	5	WL3	0.41	1.02	2.8	1.3	12	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
YO10	ST1L42	82	YO10-3-1	YO10	YO	69	19	746	3	YO10	0.33	1.18	2.2	1.2	12	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	13.13095238
CP2	ST1L43	111	CP2-13-1	CP2	CP2	4	2	65	13	CP2	0.23	1.38	4.2	2.2	16	1	0	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	16.81176471
CP2	ST1L47	186	CP2-17-3	CP2	CP2	53	2	66	17	CP2	0.31	1.62	4.1	2.2	15	1	1	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	NA
SHA	ST1L50	151	SHA-5 H5 19	SHA	SHA	11	10	806	5	SHA	0.19	1.09	2.1	1.1	5	1	1	0	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	31.42105263
DPR	ST1L8	174	DPR-5-2	DPR	DPR	20	3	101	5	DPR	0.18	1.06	6.9	1.5	18	1	1	0	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
LV3	ST2L18	83	LV3-7-1	LV3	LV	98	8	299	7	LV3	0.26	1.47	3.5	1.4	11	1	0	0	LV	2353.550747	40.4664	-121.52311	21003.1300163269	53634.7399466578	153277.359495163	147358.671234131	-1.58831978792723	11.1196747846235	2.50841922039611	0.0164403869946334	4.74193548387097	15.71052632
BH	ST2L21	94	BH-13-1	BH	BH	65	1	8	13	BH	0.24	1.05	4	1.7	14	1	0	0	BH	511.4294422	37.40985	-119.96458	27836.0099372864	17773.9100486152	0	130488.980545044	8.70943090610388	23.5232520348981	-2.93387448061084	1.72441414279779	6.7230255839822	16.48275862
BH	ST2L22	87	BH-7-1	BH	BH	51	1	9	7	BH	0.15	1.17	5	1.8	12	1	0	0	BH	511.4294422	37.40985	-119.96458	27836.0099372864	17773.9100486152	0	130488.980545044	8.70943090610388	23.5232520348981	-2.93387448061084	1.72441414279779	6.7230255839822	15.23888889
WL3	ST2L24	104	WL3-7-1	WL3	WL	19	16	640	7	WL3	0.14	1.41	4	1.5	31	5	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
IH	ST2L28	92	IH-1-1	IH	IH	7	4	157	1	IH	0.2	1.26	6.1	2.4	10	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
LV1	ST2L35	85	LV1-8-1	LV1	LV	176	6	222	8	LV1	0.28	1.3	1.4	1.1	10	1	0	0	LV	2593.416641	40.47471	-121.50486	18171.5999898911	54076.7099559326	159001.600194931	108776.607727051	-1.60959350114289	11.1717072935134	2.74277304347449	-0.12843420297134	4.70967741935484	NA
DPR	ST2L39	155	DPR-10-1	DPR	DPR	102	3	108	10	DPR	0.35	1.35	8.6	1.4	20	1	1	1	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
SQ3	ST2L47	169	SQ3-17-1	SQ3	SQ	18	12	453	17	SQ3	0.15	1.103086	4.3	2.8	17	3	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	19.77868852
SQ1	ST3L10	103	SQ1-1-1	SQ1	SQ	86	11	393	1	SQ1	0.28	1.02	2.5	2	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
YO11	ST3L18	69	YO11-10-2	YO11	YO	106	20	790	10	YO11	0.24	1.11	5.5	1.3	13	1	0	0	YO	2872.295032	37.93844	-119.23157	20834.2600135803	24246.6000014134	65309.1998522561	100793.531387329	-2.84029810707562	10.5352032413166	1.03457473150151	1.37039537012269	5.64516129032258	15.37313433
LVTR	ST3L29	43	LVTR1.5-8-1	LVTR	LV	55	9	340	8	LVTR	0.4	1.28	6.1	1.4	11	1	1	0	LV	2741.38982	40.47923	-121.50301	18961.0999975204	55907.7400554456	163310.009928703	89835.1786499023	-1.78162603206468	11.0686449877171	2.89464263386527	0.0802162711958168	4.70967741935484	14.64179104
SHA	ST3L2D5	182	SHA-9 H5 81	SHA	SHA	29	10	821	9	SHA	0.45	1.103086	4.034035	1.7445600000000001	12.94307	1.258065	0	NA	SHA	1302.956416	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	NA
LV2	ST3L3	78	LV2-10-3	LV2	LV	145	7	281	10	LV2	0.26	1.47	4.5	1.5	13	1	1	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	16.76056338
YO1	ST3L45	3	YO1-7-1	YO1	YO	140	18	721	7	YO1	0.26	1.27	6.2	1.8	35	2	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
WV	ST3L47	157	WV-5-1	WV	WV	184	17	698	5	WV	0.28	1.67	3.2	1.6	10	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	18.94545455
IH	ST3L7	81	IH-5-1	IH	IH	35	4	158	5	IH	0.21	1.31	6.9	1.8	11	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
LV3	ST3L8	80	LV3-2-1	LV3	LV	162	8	300	2	LV3	0.25	1.7	5.1	1.8	16	1	1	0	LV	2353.550747	40.4664	-121.52311	21003.1300163269	53634.7399466578	153277.359495163	147358.671234131	-1.58831978792723	11.1196747846235	2.50841922039611	0.0164403869946334	4.74193548387097	14.9338843
YO11	ST4L14	176	YO11-6-2	YO11	YO	99	20	791	6	YO11	0.47	1.76	6	1.4	14	5	1	0	YO	2872.295032	37.93844	-119.23157	20834.2600135803	24246.6000014134	65309.1998522561	100793.531387329	-2.84029810707562	10.5352032413166	1.03457473150151	1.37039537012269	5.64516129032258	7.436507937
DPR	ST4L23	156	DPR-6-1	DPR	DPR	178	3	114	6	DPR	0.28	1.7	7.2	1.6	16	2	1	1	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
YO1	ST4L24	117	YO1-6-1	YO1	YO	5	18	722	6	YO1	0.27	1.37	5	1.5	31	1	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
LV2	ST4L25	51	LV2-13-1	LV2	LV	150	7	284	13	LV2	0.25	1.95	3.1	1.5	12	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	11.86554622
DPR	ST4L27	159	DPR-2-1	DPR	DPR	129	3	115	2	DPR	0.22	1.7	9.8	1.6	10	1	1	1	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
WV	ST4L30	60	WV-2-3	WV	WV	156	17	700	2	WV	0.17	1.44	4.2	1.6	11	1	0	0	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	NA
WL1	ST4L31	32	WL1-1-1	WL1	WL	42	14	539	1	WL1	0.47	1.17	3.8	1.6	10	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
LV1	ST4L36	148	LV1-4-2	LV1	LV	70	6	227	4	LV1	0.27	1.45	3.7	1.1	10	1	0	0	LV	2593.416641	40.47471	-121.50486	18171.5999898911	54076.7099559326	159001.600194931	108776.607727051	-1.60959350114289	11.1717072935134	2.74277304347449	-0.12843420297134	4.70967741935484	12.6744186
KC2	ST4L39	39	KC2-18-1	KC2	KC2	30	5	202	18	KC2	0.3	1.4	5.6	2.1	7	1	0	0	KC2	947.928	36.82301	-118.83542	30660.2300491333	24248.250058433	148.96999835968	127471.812072754	8.58845527691711	20.9039565838449	-2.46929323827579	2.02357658003781	7.44827586206897	8.767195767
LVTR	ST4L4	65	LVTR2-1-1	LVTR	LV	26	9	363	1	LVTR	0.33	1.6	6.8	1.9	13	1	1	0	LV	2741.38982	40.47923	-121.50301	18961.0999975204	55907.7400554456	163310.009928703	89835.1786499023	-1.78162603206468	11.0686449877171	2.89464263386527	0.0802162711958168	4.70967741935484	13.39705882
IH	ST4L44	55	SHA-1-2	IH	IH	57	4	386	1	SHA	0.23	1.35	5.8	2.1	12	1	0	0	SHA	454.1298385	40.40811	-123.33894	18546.3299541473	49187.8899094146	31163.7799859047	101994.531051636	4.61070460242126	17.8959620612747	-0.0479605407610971	-0.216300549095915	5.64516129032258	5.562111801
WL2	ST4L45	56	WL2-12-1	WL2	WL	111	15	612	12	WL2	0.26	0.88	5.1	1.8	11	1	0	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	4.550724638
LVTR	ST4L48	59	LVTR2.5-12-1	LVTR	LV	38	9	375	12	LVTR	0.41	1.58	2.5	1.3	12	1	1	0	LV	2741.38982	40.47923	-121.50301	18961.0999975204	55907.7400554456	163310.009928703	89835.1786499023	-1.78162603206468	11.0686449877171	2.89464263386527	0.0802162711958168	4.70967741935484	14.38461538
WL3	ST4L5	41	WL3-11-1	WL3	WL	105	16	648	11	WL3	0.15	1.11	6.3	2.2	12	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
WL2	ST4L6	64	WL2-8-1	WL2	WL	39	15	608	8	WL2	0.15	0.65	3.3	1.2	14	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	17.33823529
LV3	ST4L9	177	LV3-5-2	LV3	LV	185	8	302	5	LV3	0.4	1.21	3.1	1.4	11	1	1	0	LV	2353.550747	40.4664	-121.52311	21003.1300163269	53634.7399466578	153277.359495163	147358.671234131	-1.58831978792723	11.1196747846235	2.50841922039611	0.0164403869946334	4.74193548387097	18.57142857
YO1	ST5L11	189	YO1-8-2	YO1	YO	174	18	724	8	YO1	0.45	1.12	3.2	1.3	13	1	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
LV1	ST5L19	54	LV1-10-2	LV1	LV	16	6	229	10	LV1	0.35	1.36	3.8	1.2	11	1	0	0	LV	2593.416641	40.47471	-121.50486	18171.5999898911	54076.7099559326	159001.600194931	108776.607727051	-1.60959350114289	11.1717072935134	2.74277304347449	-0.12843420297134	4.70967741935484	11.22105263
SQ3	ST5L22	61	SQ3-13-1	SQ3	SQ	128	12	457	13	SQ3	0.17	1.103086	3.5	2.1	14	2	1	0	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	21.40714286
YO11	ST5L2D5	53	YO11-11 H9 87	YO11	YO	3	20	804	11	YO11	0.29	1.3	1.8	1	11	1	1	0	YO	2872.295032	37.93844	-119.23157	20834.2600135803	24246.6000014134	65309.1998522561	100793.531387329	-2.84029810707562	10.5352032413166	1.03457473150151	1.37039537012269	5.64516129032258	14.90804598
YO10	ST5L34	145	YO10-5-1	YO10	YO	66	19	758	5	YO10	0.51	1.2	1.8	1.2	13	1	1	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	23.77272727
WL1	ST5L35	153	WL1-5-1	WL1	WL	164	14	541	5	WL1	0.32	1.52	3.4	2	14	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	15.5620915
TM2	ST5L42	154	TM2-9-1	TM2	TM2	153	13	488	9	TM2	0.18	1.44	13	12.1	11	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	NA
LV1	ST5L44	2	LV1-6-1	LV1	LV	134	6	231	6	LV1	0.41	1.09	1.5	1.1	8	1	0	0	LV	2593.416641	40.47471	-121.50486	18171.5999898911	54076.7099559326	159001.600194931	108776.607727051	-1.60959350114289	11.1717072935134	2.74277304347449	-0.12843420297134	4.70967741935484	NA
DPR	ST5L46	45	DPR-3-1	DPR	DPR	93	3	119	3	DPR	0.32	1.2	7.2	1.5	14	1	1	1	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	NA
IH	ST5L6	50	IH-7-1	IH	IH	21	4	165	7	IH	0.3	1.58	6.3	1.8	10	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	5.956521739
LV2	ST6L12	35	LV2-8-1	LV2	LV	110	7	285	8	LV2	0.32	1.38	3	1.4	13	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	15.94029851
LV2	ST6L16	170	LV2-4-1	LV2	LV	190	7	286	4	LV2	0.28	1.36	3.4	1.4	14	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	17.21666667
WL3	ST6L17	118	WL3-2-1	WL3	WL	146	16	653	2	WL3	0.28	0.68	2.7	1.4	14	2	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	NA
LV1	ST6L2	109	YO10-10-2	LV1	LV	92	6	760	10	YO10	0.22	0.78	1.5	1.1	12	1	0	0	YO	2593.416641	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	12.16949153
SQ3	ST6L20	36	SQ3-6-1	SQ3	SQ	101	12	460	6	SQ3	0.2	1.87	5.4	2.1	19	3	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	15.1125
BH	ST6L27	31	BH-5-1	BH	BH	114	1	19	5	BH	0.33	1.22	9.1	2.4	16	1	0	0	BH	511.4294422	37.40985	-119.96458	27836.0099372864	17773.9100486152	0	130488.980545044	8.70943090610388	23.5232520348981	-2.93387448061084	1.72441414279779	6.7230255839822	18.2962963
WL2	ST6L3	113	WL2-5-3	WL2	WL	116	15	616	5	WL2	0.31	0.7	5.4	1	8	1	0	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
TM2	ST6L39	183	TM2-11-1	TM2	TM2	179	13	490	11	TM2	0.2	1.38	16.7	16.6	9	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	NA
KC2	ST6L4	42	KC2-12-1	KC2	KC2	28	5	204	12	KC2	0.27	1.23	7.8	1.8	12	1	0	0	KC2	947.928	36.82301	-118.83542	30660.2300491333	24248.250058433	148.96999835968	127471.812072754	8.58845527691711	20.9039565838449	-2.46929323827579	2.02357658003781	7.44827586206897	10.65151515
SQ3	ST6L41	144	SQ3-3-1	SQ3	SQ	175	12	461	3	SQ3	0.32	1.63	3.4	1.8	21	4	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	27.05555556
LV2	ST6L44	165	LV2-2-1	LV2	LV	166	7	287	2	LV2	0.24	2.07	2	1.7	16	1	1	1	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	19.05940594
WL3	ST6L47	37	WL3-8-1	WL3	WL	64	16	655	8	WL3	0.34	0.64	3.5	1.1	10	1	1	0	WL	2137.762877	38.83528	-120.23824	17889.4400148392	37769.5100186635	59302.899992466	174783.149871826	1.90143630882791	13.8157452747105	0.441893276330429	-0.30435976067562	4.80645161290323	17.77922078
TM2	ST7L14	162	TM2-3-1	TM2	TM2	191	13	495	3	TM2	0.21	1.36	7	6.9	13	1	1	1	TM2	379.1526973	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	20.57142857
WL2	ST7L15	22	WL2-1-1	WL2	WL	171	15	619	1	WL2	0.34	0.97	6.3	1.9	11	1	1	0	WL	2020.115818	38.8263	-120.25242	19734.910027504	38035.8299903143	51188.9498796463	92783.0391387939	2.45449864895646	14.5457994840979	0.353171641760823	0.548838534922346	4.96774193548387	NA
YO1	ST7L23	34	YO1-10-2	YO1	YO	89	18	728	10	YO1	0.36	1.09	3.6	0.8	55	3	1	0	YO	2140.505943	37.66374	-119.62484	19158.0299959183	33131.0599101894	42339.3702177405	163895.233428955	2.22271002452508	14.8313278693171	-0.0396204206786582	0.085707802567274	5.12903225806452	NA
SQ3	ST7L25	46	SQ3-22-1	SQ3	SQ	151	12	463	22	SQ3	0.39	1.64	2.7	2	15	2	1	1	SQ	2372.447425	36.72109	-118.84933	22219.2300357819	31726.2800664715	45308.0001066923	49655.7106018067	1.125311662814	13.4905420163783	0.377368783153491	1.52217645490411	4.41935483870968	16.51470588
SQ1	ST7L37	190	SQ1-5-2	SQ1	SQ	189	11	408	5	SQ1	0.27	1.01	3.7	1.9	12	1	0	0	SQ	1921.036585	36.56435	-118.7764	NA	NA	NA	NA	NA	NA	NA	NA	5.4860956618465	NA
KC2	ST7L40	119	KC2-11-1	KC2	KC2	15	5	205	11	KC2	0.34	1.22	5	2.8	7	1	0	0	KC2	947.928	36.82301	-118.83542	30660.2300491333	24248.250058433	148.96999835968	127471.812072754	8.58845527691711	20.9039565838449	-2.46929323827579	2.02357658003781	7.44827586206897	9.017605634
WL1	ST7L5	33	WL1-11-2	WL1	WL	32	14	552	11	WL1	0.33	1.11	3.8	1.6	15	1	1	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	NA
IH	ST7L9	44	IH-10-1	IH	IH	123	4	167	10	IH	0.2	1.11	5.7	1.9	8	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
DPR	ST8L17	17	DPR-1-1	DPR	DPR	72	3	125	1	DPR	0.23	1.48	4.3	1.3	14	1	1	0	DPR	1018.591893	39.22846	-120.81518	10010.4099748135	44452.2700602282	3364.68001177721	367741.783691407	7.69853659048374	20.2057994529807	-1.41144768088768	-3.50018099507599	4.49032258064516	14.16504854
IH	ST8L20	38	IH-3-1	IH	IH	90	4	173	3	IH	0.25	1.23	6.1	2	10	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	16.70422535
WL1	ST8L27	40	WL1-3-1	WL1	WL	78	14	557	3	WL1	0.26	0.85	2.3	1	11	1	0	0	WL	1613.837245	38.78608	-120.2143	21017.2600078583	37866.349978935	21361.5900307298	139004.070068359	4.27542005953326	17.2160975545402	-0.576185990694496	0.272937691228204	6.24301075268817	12.98039216
CP2	ST8L28	149	CP2-11-3	CP2	CP2	44	2	78	11	CP2	0.27	1.52	3.7	1.9	14	1	1	0	CP2	2244.132886	38.66169	-120.13065	23033.6100845337	38523.0099671874	73666.9801073074	160683.830108643	1.04257453249157	13.4050135480033	0.613459965437426	0.580997989412265	5.35483870967742	14.94545455
DPR	ST8L29	147	TM2-8-2	DPR	DPR	62	3	496	8	TM2	0.2	0.98	5.3	5.3	10	1	0	0	TM2	1018.591893	39.59255	-121.55072	20193.0599738359	34909.4100120608	0	335555.805236817	9.60544718781784	22.7766124704666	-2.55604021249791	-1.54549876603178	7.7989247311828	15.85483871
BH	ST8L3	136	BH-1-1	BH	BH	163	1	27	1	BH	0.22	1.32	4.2	2.1	10	1	0	0	BH	511.4294422	37.40985	-119.96458	27836.0099372864	17773.9100486152	0	130488.980545044	8.70943090610388	23.5232520348981	-2.93387448061084	1.72441414279779	6.7230255839822	18.91428571
IH	ST8L31	120	IH-6-1	IH	IH	132	4	175	6	IH	0.26	0.98	3	2.1	11	1	0	0	IH	454.1298385	39.09332	-120.92114	17951.6099762917	32607.0099642463	69.729998588562	154618.337615967	8.57441735408978	22.2165582031415	-1.98110354252231	-0.385519143733053	7.64086021505376	NA
YO10	ST8L32	72	YO10-8-1	YO10	YO	112	19	765	8	YO10	0.32	0.95	1.8	1.3	9	1	0	0	YO	2968.302347	37.92097	-119.25454	NA	NA	NA	NA	NA	NA	NA	NA	5.48387096774194	NA
WV	ST8L36	161	WV-1-1	WV	WV	41	17	703	1	WV	0.27	1.63	5	1.6	9	1	1	1	WV	748.8570558	40.74084	-123.00364	16064.9600021243	31120.8901213538	9663.06996250153	214346.978912354	5.00951219461656	19.391869882258	-1.26543848423332	-0.890655392145958	6.9378733572282	17.94680851
LV2	ST8L4	13	LV2-9-1	LV2	LV	100	7	289	9	LV2	0.25	1.32	6	1.6	13	1	0	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	14.79220779
LV2	ST8L44	73	LV2-11-2	LV2	LV	107	7	290	11	LV2	0.38	1.9	7.7	1.3	13	1	1	0	LV	2500.457178	40.46563	-121.51487	17743.8300485611	53065.5599083528	152474.580302238	252178.970031738	-1.44479675999361	11.3058265863153	2.31466129524255	-1.25475241445329	4.74193548387097	17.6779661
